"","Renditen"
"446",-0.124460519494317
"447",0.41789755112098
"448",-1.09246102500528
"449",0.414692796483317
"450",0.0920565795863628
"451",-0.0336017462767756
"452",-0.40279206185817
"453",1.05738721210611
"454",-0.305531093615745
"455",1.13943701933262
"456",-3.17964988544368
"457",-1.24141812313815
"458",-0.599978849373193
"459",-0.881835373606173
"460",0.689936521930791
"461",-0.271842427703026
"462",0.773152177668442
"463",-0.0659798907380831
"464",-0.394920630400165
"465",0.955726996977922
"466",0.955123646060275
"467",-2.21731705565079
"468",0.130418449098949
"469",0.82022203179638
"470",0.125258768420528
"471",-0.0588607639713176
"472",-1.40427246058749
"473",0.0974074435564514
"474",1.39858786698725
"475",-0.38402855795473
"476",-0.396370660270054
"477",0.755263553976851
"478",4.27682828630122
"479",0.105053756441636
"480",-0.644350238086737
"481",-1.22242096753585
"482",-0.970715651257901
"483",0.421901462083483
"484",-0.103884684965884
"485",0.442156065494299
"486",0.956017694162393
"487",0.554620672431526
"488",-0.356891975980231
"489",0.176090263683722
"490",0.255424321129355
"491",0.00773397838994989
"492",0.78817105532836
"493",-0.0436302795754562
"494",-1.91963028190977
"495",-0.456799158873213
"496",4.59224102414146
"497",-0.240348799168598
"498",1.15327241722885
"499",0.908295650662365
"500",1.24895193993349
"501",0.264805576207731
"502",-0.950472186919616
"503",0.500378304350279
"504",0.408391778335911
"505",0.766603753567289
"506",-0.471042924886217
"507",-1.38564254253211
"508",0.480431881932066
"509",-0.124100850729258
"510",0.511462898976487
"511",1.39894418651578
"512",1.35327167661745
"513",-0.363327533234813
"514",-0.201458804395838
"515",0.562995865895672
"516",-0.613800056459783
"517",-0.738583256894653
"518",-1.43908313883969
"519",-0.171177909427912
"520",-0.018955133120554
"521",-1.11492129580825
"522",-0.716826051564506
"523",-1.79900079769325
"524",-0.729299536607847
"525",-2.18289975344401
"526",-0.963362208310062
"527",0.10313330733929
"528",-1.29042776485476
"529",1.82013771432384
"530",-0.163536168461007
"531",0.435522101488618
"532",-0.821842768075154
"533",-1.48522788198808
"534",-0.0141466330763889
"535",1.26802368974898
"536",0.540060681132144
"537",1.32353979348149
"538",1.44641044010655
"539",1.46589063848158
"540",0.330083164533269
"541",-1.03022786134553
"542",0.0700965705498883
"543",-1.390158417605
"544",-0.895055755665211
"545",1.96124829345239
"546",0.561719333376433
"547",0.121307815606222
"548",-1.61382312793116
"549",-1.07558179500321
"550",0.381440240384417
"551",-0.598748297733845
"552",-0.322268535200953
"553",0.132932819358238
"554",-0.670260701811174
"555",-0.0418481073335148
"556",-0.16175507015516
"557",-0.703829510638862
"558",-0.914248014785322
"559",-0.26142141810443
"560",-0.938564098358935
"561",-0.270473086336204
"562",0.595673593496365
"563",-2.97118878121082
"564",-0.741795619466
"565",-1.07417327410188
"566",-0.685648954425871
"567",0.0245878226734797
"568",-1.89652718125132
"569",-1.05254280494688
"570",-1.94559955820027
"571",-0.74051341872316
"572",-0.185669047687263
"573",0.206239194437111
"574",0.906121953362538
"575",-0.914226685140339
"576",-0.322575703033099
"577",-0.315074604652826
"578",-0.475653387832738
"579",-0.537495321230727
"580",0.453206797180187
"581",-1.75334799585022
"582",0.848135692281033
"583",-0.385336347361227
"584",0.00544963542356132
"585",0.492796301396918
"586",-0.584950545219835
"587",0.755112427474683
"588",-2.25984799423047
"589",1.81640641430812
"590",-1.23630568394483
"591",-0.880199538784525
"592",1.75403604956157
"593",-0.32525661265263
"594",-0.787891632175808
"595",1.17226746022843
"596",-0.844744686088198
"597",0.960031051715178
"598",0.384505351480514
"599",-0.449765671110959
"600",-0.139823080362248
"601",-1.30942485468602
"602",0.42263302002027
"603",0.540216387981425
"604",1.02256287874478
"605",-1.20314168983851
"606",-0.135281721766338
"607",1.28762200222714
"608",1.22955758170379
"609",0.500586819003196
"610",-0.300252463175208
"611",0.380069440550905
"612",-1.73357927838763
"613",-0.135663090055533
"614",-1.94804676429415
"615",0.00818677993070236
"616",-2.05763828658736
"617",-0.137335995861446
"618",-2.79219079725322
"619",-0.49351373175874
"620",1.99647602604361
"621",-1.02735795358532
"622",-0.257275437376751
"623",1.5989016884823
"624",0.322031321949692
"625",-0.197049545660596
"626",-0.0913984518667746
"627",-0.752116643654133
"628",-2.61982879661596
"629",-0.629057296053061
"630",-0.303851577874812
"631",0.176655036590109
"632",1.60037937644496
"633",0.434021931555632
"634",0.166271018049164
"635",0.850159512327882
"636",0.617325157158516
"637",1.58006190142417
"638",0.110347427350551
"639",0.632332404263483
"640",1.56305064664492
"641",-1.13091382509889
"642",-0.529174548618718
"643",1.30078841320093
"644",0.529557850376144
"645",-1.26657793113949
"646",0.656214564145822
"647",0.0277332243490825
"648",-1.07490267948007
"649",1.55991939939583
"650",-0.381911968627313
"651",-0.564212605258658
"652",1.1252491072299
"653",-1.33500367451673
"654",1.59150304307185
"655",1.12159404720797
"656",0.730347835242474
"657",0.189936372790857
"658",-1.09939248857487
"659",-0.0286545273746922
"660",0.364315588384116
"661",-0.420240848431282
"662",-1.75267428610635
"663",1.13271335029004
"664",-1.22375021307443
"665",-1.26148941929816
"666",0.420956841045642
"667",0.403920832434041
"668",0.388512811729826
"669",0.310668096292135
"670",-0.373742110124503
"671",-3.61846862088337
"672",0.11094269555199
"673",-1.70952531484499
"674",0.383292090725406
"675",-1.56501936827616
"676",-0.604061606305891
"677",0.430810277404314
"678",-0.199260139813231
"679",-0.97809868817198
"680",-1.32408122853435
"681",1.42123880167674
"682",1.35451654281918
"683",-1.26943661308616
"684",2.47927432255061
"685",0.337555479988873
"686",0.320816989661303
"687",-1.22880648669492
"688",-0.802569917684546
"689",-0.103256146102312
"690",0.91808522595563
"691",-0.161522377311606
"692",0.55866186808321
"693",-0.0732887879476311
"694",1.64882906870437
"695",-0.812161835649922
"696",-1.33688111118922
"697",1.08103098657101
"698",-1.64062868796541
"699",1.2011900264724
"700",3.76806130607529
"701",-1.02882425105179
"702",-1.57794599797027
"703",-2.1813517830364
"704",-0.57499357019577
"705",-4.33825369558958
"706",1.86908049128032
"707",-1.01310452292569
"708",1.84898347488863
"709",-0.509318101079729
"710",0.453722324375214
"711",-1.02404099595582
"712",-1.84076502906627
"713",-0.261825068350886
"714",-0.13925065515518
"715",0.891500475309366
"716",-0.14046859132075
"717",0.174825881426838
"718",1.24519872943825
"719",1.89452951212387
"720",-1.48623290847508
"721",1.02773255760028
"722",0.357446536476757
"723",-0.636037702305954
"724",0.394431880318579
"725",-1.03744677278628
"726",-0.695431080966957
"727",3.74104647244354
"728",-1.0583454918458
"729",0.720026342953574
"730",-0.617633434241002
"731",-0.164509164039789
"732",2.12438913105135
"733",0.655988498224693
"734",0.750631182416982
"735",-0.883643460319302
"736",1.72453737741766
"737",-0.970955146115231
"738",1.02860540608152
"739",-1.41466740510827
"740",-0.0422205815241397
"741",1.46154475551233
"742",-0.615170964487624
"743",-1.53557870194265
"744",-0.333518352197643
"745",1.38058906020351
"746",-0.328299676433532
"747",-1.20016941752418
"748",0.513946885523172
"749",-0.769695019039072
"750",0.621613949194342
"751",-0.970855898833872
"752",0.592317977129679
"753",0.9709786936766
"754",0.268544974151814
"755",1.7547767246303
"756",-0.0871390798116564
"757",-1.25367600820064
"758",1.05178318705798
"759",0.98679811086052
"760",-0.594913591977294
"761",-0.532410287932044
"762",1.44822651410976
"763",-1.40513431159096
"764",-0.200821172393392
"765",1.40488582601801
"766",0.354267438617159
"767",0.770605778548731
"768",-1.6226510534287
"769",-2.30653671537709
"770",-0.199787534124717
"771",0.580592325806562
"772",1.02064378482315
"773",-1.36694232158036
"774",-0.00071503492451318
"775",0.369672314798875
"776",0.129788730730282
"777",-0.122008256388361
"778",0.36229352473694
"779",-0.826962619974981
"780",0.784215521397703
"781",-0.485163026631506
"782",2.43967394932665
"783",1.60434776104785
"784",-2.06278612378117
"785",0.122517326617871
"786",-0.531938149672225
"787",-4.07426845564466
"788",-0.228301309069848
"789",-0.269243094013291
"790",-1.34461598763499
"791",-0.0394366810346471
"792",0.863631154098673
"793",-0.841525486192458
"794",-1.8990234175467
"795",-1.12144593525768
"796",0.872568034414872
"797",1.26416509725308
"798",-0.0960201506490676
"799",-0.988449574092213
"800",-0.279810146499477
"801",-0.482173925473911
"802",-0.854944580791527
"803",0.20068403577631
"804",-1.22063470021386
"805",-1.44173290593969
"806",0.116415925083705
"807",-1.43299545808441
"808",0.444565867002483
"809",1.33852661815775
"810",-1.17491504952361
"811",-0.366213077929251
"812",-0.314880825010079
"813",-0.869597982321189
"814",-0.535773497799444
"815",0.56223588470706
"816",0.283541436237562
"817",0.394916562734249
"818",-0.962828160984529
"819",0.816106556660565
"820",-1.62899497854485
"821",0.844540318870489
"822",-0.16734684165706
"823",-0.506807698949676
"824",2.5645114054661
"825",-1.08370164441994
"826",-0.698820729107397
"827",1.23714000485453
"828",0.735621109356763
"829",1.93340674181386
"830",-0.695811993693442
"831",0.648892151585035
"832",0.350758687341188
"833",-1.19190947186481
"834",2.39539157396447
"835",0.315872348696975
"836",-1.89941358467589
"837",-0.192233213905177
"838",-1.06468266570338
"839",-1.69618977549753
"840",-0.106767933000423
"841",-0.606982072602821
"842",1.85081808675679
"843",-1.02926360026058
"844",1.16545597295311
"845",-1.2832004959943
"846",0.396277730381298
"847",-2.30793687987936
"848",0.14060183640057
"849",-2.03005384364906
"850",-1.44192872499899
"851",2.55799542723953
"852",1.06691480011428
"853",0.171289372833779
"854",-0.308571060967905
"855",-0.658355245065285
"856",0.629893463784712
"857",-1.1661738501156
"858",0.283338775523207
"859",0.10823979471195
"860",-0.0951441809088045
"861",0.863336824176257
"862",0.730131283255922
"863",-0.274662772192431
"864",-2.32306330541242
"865",0.47687477368115
"866",-1.23571876912272
"867",-0.0413971736765607
"868",0.641082678054452
"869",-0.0353416549510283
"870",0.102077020352508
"871",-0.695294158573504
"872",-0.784223705083667
"873",-0.343977078131509
"874",1.41627393515594
"875",1.25187673735649
"876",0.277237627307648
"877",0.734188399410584
"878",0.992396452386314
"879",-1.47804999776854
"880",-0.365900414297897
"881",-0.217098442897684
"882",0.400575357536265
"883",-0.0342436036781787
"884",0.474923684284801
"885",2.1733133594683
"886",0.619309175798259
"887",-1.52993639168332
"888",-0.106230567794893
"889",-1.62713220290269
"890",0.603722169149876
"891",-1.73456456028458
"892",0.510645193236716
"893",-0.0677725764076192
"894",-0.700417410847782
"895",0.89449872595934
"896",1.99176219106585
"897",-0.568728134758035
"898",-1.04332071716898
"899",0.0541358395980524
"900",0.963898873288034
"901",-0.12434661158428
"902",1.10357056189596
"903",-2.12882211918542
"904",-0.739025403513085
"905",1.04386417814646
"906",-1.10804530470381
"907",1.48195364340924
"908",-0.0860128834833725
"909",1.84387565539904
"910",-0.11631382355392
"911",1.95418524423877
"912",1.22091244939741
"913",0.355839104910634
"914",-0.57381886472334
"915",0.664711053315527
"916",0.534381898781316
"917",-1.95035506566769
"918",-0.858420282979708
"919",0.950830526855918
"920",-0.0268908292911541
"921",1.60146057059571
"922",-1.81205117499947
"923",1.51929095827019
"924",-0.691549288320762
"925",-1.78657405685723
"926",0.433358034583376
"927",0.379641911352319
"928",0.724825132012827
"929",0.0040999421955092
"930",-0.721854197241843
"931",-1.05179131835002
"932",1.21976852876369
"933",-1.15546670164369
"934",-0.00385535530352627
"935",1.36200361493777
"936",-0.0791491321816097
"937",0.140487775600942
"938",0.144497676881512
"939",0.205258689240565
"940",-0.252300199918364
"941",0.307624066276771
"942",0.557628023167685
"943",-0.495125826760479
"944",-0.629322314766156
"945",0.432317237545617
"946",0.337494821767044
"947",-3.21877932818996
"948",-0.0398821244257882
"949",-1.6440076904445
"950",-1.86871103972678
"951",0.500155270877604
"952",0.888766712893536
"953",-0.665700410479777
"954",1.7307774566851
"955",3.18411178352303
"956",-0.366461511613986
"957",1.898554476511
"958",2.11690495929515
"959",0.679565573528883
"960",0.362840948551652
"961",2.20869277871174
"962",-0.872981602958455
"963",-1.02135440886464
"964",0.202557964601779
"965",-2.44782140213089
"966",0.107900381862042
"967",-0.545375845938139
"968",1.39408815257837
"969",-1.01227952358453
"970",0.3432010764495
"971",-0.605562730004431
"972",2.22627628512316
"973",1.27235902534305
"974",0.63022846345663
"975",-2.82802072949653
"976",-1.67204523515876
"977",1.54646371325378
"978",0.759148382896625
"979",0.781491445714121
"980",0.173585535547065
"981",-0.487001191358819
"982",0.186972911000374
"983",0.9910484366281
"984",0.595879482748854
"985",-1.05278367964979
"986",0.381216964042579
"987",-1.18607663876594
"988",0.205158905410278
"989",0.114540228270879
"990",0.271933647834709
"991",-0.822891894098285
"992",2.53069683764035
"993",1.59050354796912
"994",-0.107926322791576
"995",1.9874935714794
"996",-1.17735807952208
"997",0.43348262453459
"998",-1.2214558069145
"999",-0.417923940675552
"1000",-0.244903207871493
"1001",-0.938833412024922
"1002",-1.37152420543017
"1003",-0.560323574642212
"1004",1.52153387220921
"1005",-1.7839875767347
"1006",0.456309807228508
"1007",-2.47287116814846
"1008",-0.411628548457555
"1009",-0.978063332324953
"1010",-0.117548460544096
"1011",-0.89070610768291
"1012",0.534556341151371
"1013",0.606491864786763
"1014",-0.273973069249579
"1015",0.897097408158522
"1016",-1.49687597719495
"1017",1.26490996008703
"1018",1.10548305484025
"1019",0.517453581339852
"1020",-0.202352010747963
"1021",-0.774121911427221
"1022",0.329121976020958
"1023",-1.19078464777439
"1024",-1.00168229218989
"1025",0.70548866815844
"1026",-0.160288796874203
"1027",-0.607037710104611
"1028",0.812251551698027
"1029",-1.04198612072226
"1030",-1.68934381992673
"1031",0.251947390968005
"1032",-1.11897999423687
"1033",-1.55624674749381
"1034",-1.24299471810154
"1035",0.715665464414602
"1036",-0.53543415333423
"1037",0.0321981511909524
"1038",-0.225121572764872
"1039",-0.298586032423799
"1040",-0.0346563289417846
"1041",-0.605441807032058
"1042",-0.644715695097999
"1043",-0.4273555250437
"1044",-0.500395952666745
"1045",-0.400766797882281
"1046",1.43469802595829
"1047",-1.54140679742363
"1048",-0.736776593602327
"1049",0.0484084749897431
"1050",-0.209163194159308
"1051",0.28998785641937
"1052",-0.891947209980204
"1053",-0.7602343322618
"1054",-1.90018175881437
"1055",-0.840287824138889
"1056",-0.467476825109615
"1057",-1.50167469632198
"1058",0.115343420085451
"1059",-0.628776697575093
"1060",2.60753171113315
"1061",-1.43496331290893
"1062",0.0702584488248814
"1063",1.62315705001449
"1064",0.539471667407531
"1065",-1.98766744731298
"1066",0.880690407484162
"1067",0.292512062053728
"1068",-0.0431892004714307
"1069",0.613774255944475
"1070",-0.206376043833756
"1071",0.272259258058635
"1072",-0.948540053277656
"1073",-0.69236977041999
"1074",-1.04402494985008
"1075",-0.362214484011542
"1076",0.121519191970165
"1077",0.573231034699254
"1078",0.158566022522021
"1079",-0.00684363823958147
"1080",-0.209878839097217
"1081",-0.210073555154324
"1082",0.435850640042257
"1083",0.99839526813969
"1084",1.4408652125873
"1085",-2.02717217336276
"1086",0.656362121538871
"1087",-0.160200925819459
"1088",-0.569388481536197
"1089",0.188561779818286
"1090",2.65398477671653
"1091",0.286089338798658
"1092",0.922962782313167
"1093",-0.548589611936973
"1094",-0.0496580751567476
"1095",1.0550221683669
"1096",2.67853663718692
"1097",-0.848442087615032
"1098",-0.149601133462116
"1099",0.0223423347063387
"1100",-1.51204848740211
"1101",0.716779536104221
"1102",-0.426436107530324
"1103",1.68040128872274
"1104",-0.00476395710971451
"1105",1.94635671188778
"1106",2.22503585027798
"1107",0.694324509546098
"1108",-0.815576151756541
"1109",-0.60840689476506
"1110",0.296241771884696
"1111",0.711957773236743
"1112",-1.00263180504447
"1113",1.93411479738265
"1114",2.3402525098927
"1115",0.86663325531658
"1116",-1.11250546760609
"1117",-0.304919097817311
"1118",-0.614962285359312
"1119",-0.226874339704466
"1120",0.57484478307782
"1121",0.135732153917966
"1122",0.336641969740588
"1123",-0.167095654243
"1124",2.52006545006703
"1125",-0.173814568385828
"1126",0.729053086252774
"1127",-0.187685794671566
"1128",-1.2830532668353
"1129",0.0794272934159025
"1130",0.535552476954357
"1131",-1.80840753467411
"1132",0.070243306937716
"1133",-1.88146435836331
"1134",1.21941999021201
"1135",0.437820707473452
"1136",0.470707827011703
"1137",-0.130583264093189
"1138",0.393223315130771
"1139",-0.643931560136441
"1140",-0.968584699010901
"1141",0.435895027653667
"1142",1.72997262685977
"1143",-1.20351772661875
"1144",-0.309480776686378
"1145",-0.628499951597227
"1146",-0.541211944110365
"1147",1.21995533497222
"1148",-1.04176636749183
"1149",-0.238922216813185
"1150",0.577987462739695
"1151",0.189515140672094
"1152",0.662289159829466
"1153",0.789824820996983
"1154",-1.13644823918958
"1155",-0.596596405376757
"1156",0.636593353755885
"1157",1.24610830872594
"1158",0.143911972175533
"1159",-3.96027626830777
"1160",-1.60253227929472
"1161",-1.19104969857603
"1162",-0.590299844707359
"1163",-0.43950184309501
"1164",0.239554333053913
"1165",-0.070656747366587
"1166",-0.72842197228421
"1167",0.296559930078356
"1168",-0.00654707372690267
"1169",0.178709559603078
"1170",-0.601626673856223
"1171",-0.239740813677743
"1172",-0.456118621801742
"1173",-0.262851388148381
"1174",-1.39212766534611
"1175",0.399557785365269
"1176",1.27751123321303
"1177",0.157580329364954
"1178",-0.58831883548221
"1179",0.653161235949489
"1180",-1.747558033981
"1181",-1.72213491227614
"1182",-0.0504780606765181
"1183",0.538236405582977
"1184",0.484857257783164
"1185",-1.42940319073588
"1186",0.225084694140524
"1187",0.64072900562792
"1188",-1.49573808781035
"1189",-0.232802824842971
"1190",-0.564467535703172
"1191",-1.26177253930701
